"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Myxicola sp.A","","","petite slime-tube feather-duster","Animalia","Annelida","","","Polychaeta","Sedentaria","","Sabellida","","","Sabellidae","Sabellinae","","Myxicola","",,"",,"native","unlisted",,"2018-06-19","Andy Lamb","PMLS","",,"2019-03-11","Andy Lamb","PMLS","",,2,"new 2018","unobserved","Myxicola sp.A = ""Myxicola aff. aesthetica”; In Europe, M. infundibulum is found in soft-sediments and M. aesthetica on docks & hard-surfaces. However, specimens from the NEP are morphologically and genetically different. In the past, several species of Myxicola were described from California, Puget Sound, and Alaska. This material needs to be re-examined.",492594,"WOR"
"Myxicola sp.B","","","slime-tube feather-duster","Animalia","Annelida","","","Polychaeta","Sedentaria","","Sabellida","","","Sabellidae","Sabellinae","","Myxicola","",,"",,"native","unlisted",,"1993-05-09","Charlie Gibbs","PMLS","",,"2023-06-14","","iNaturalist","",,131,"confirmed","observed","Myxicola sp.B = ""Myxicola aff. infundibulum”; In Europe, M. infundibulum is found in soft-sediments and M. aesthetica on docks & hard-surfaces. However, specimens from the NEP are morphologically and genetically different. In the past, several species of Myxicola were described from California, Puget Sound, and Alaska. This material needs to be re-examined.",49533,"WOR"
"Myxilla (Myxilla) incrustans","(Johnston, 1842)","","rough scallop sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Myxillidae","","","Myxilla","incrustans",,"",,"native","unlisted",,"1973-06-14","Philip Lambert","RBCM","973-00137-003",,"2018-06-19","Andy Lamb","PMLS","",,72,"reported","observed","",256019,"POR"
"Myxilla (Myxilla) lacunosa","Lambe, 1893","","sulphur sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Myxillidae","","","Myxilla","lacunosa",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,62,"reported","unobserved","",459826,"POR"
"Nanomia bijuga","(Delle Chiaje, 1844)","","tailed jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Siphonophorae","Physonectae","","Agalmatidae","","","Nanomia","bijuga",,"",,"native","unlisted",,"1993-05-09","Charlie Gibbs","PMLS","",,"2021-04-20","","iNaturalist","",,26,"confirmed","observed","",506580,"CNI"
"Nassarius mendicus","(Gould, 1850)","","western lean nassa","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","Neogastropoda","","Buccinoidea","Nassariidae","Nassariinae","","Nassarius","mendicus",,"",,"native","unlisted",,"2018-06-19","Andy Lamb","PMLS","",,"2021-04-03","","iNaturalist","",,3,"new 2018","observed","",129938,"MOL"
"Nautichthys oculofasciatus","(Girard, 1858)","","sailfin sculpin","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Cottoidei","","Agonidae","Hemitripterinae","","Nautichthys","oculofasciatus",,"",,"native","SNR",,"1995-02-24","Charlie Gibbs","PMLS","",,"2022-08-16","","iNaturalist","",,11,"confirmed","observed","",183019,"FIS"
"Neoamphitrite robusta","(Johnson, 1901)","","","Animalia","Annelida","","","Polychaeta","Sedentaria","","Terebellida","Terebelliformia","","Terebellidae","Terebellinae","","Neoamphitrite","robusta",,"",,"","",,"2022-11-26","","iNaturalist","",,"2023-06-04","","iNaturalist","",,4,"new 2022","observed","",343700,"WOR"
"Neogale vison","(Schreber, 1777)","","American mink","Animalia","Chordata","Vertebrata","","Mammalia","Theria","Laurasiatheria","Carnivora","","","Mustelidae","Mustelinae","","Neogale","vison",,"",,"native","S5 (2015)",,"2017-05-28","","iNaturalist","",,"2023-07-20","","iNaturalist","",,14,"new 2017","observed","",1264432,"MAM"
"Neoleprea spiralis","(Johnson, 1901)","","spaghetti worm","Animalia","Annelida","","","Polychaeta","Sedentaria","","Terebellida","Terebelliformia","","Terebellidae","Terebellinae","","Neoleprea","spiralis",,"",,"native","unlisted",,"1986-09-30","","RBCM","986-00197-015",,"1986-09-30","","RBCM","986-00197-015",,1,"reported","unobserved","",1136118,"WOR"
"Neosabellaria cementarium","(Moore, 1906)","","cemented sandmason tubeworm","Animalia","Annelida","","","Polychaeta","Sedentaria","","","","","Sabellariidae","","","Neosabellaria","cementarium",,"",,"native","unlisted",,"1996-09-28","Charlie Gibbs","PMLS","",,"1996-09-28","Charlie Gibbs","PMLS","",,1,"reported","unobserved","reported as Sabellaria cementarium",339237,"WOR"
"Neostylidium eschrichtii","(Middendorff, 1849)","","threaded bittium","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","","","Cerithioidea","Cerithiidae","Bittiinae","","Neostylidium","eschrichtii",,"",,"native","unlisted",,"2015-08-28","","iNaturalist","",,"2023-05-27","","iNaturalist","",,6,"confirmed","observed","",897701,"MOL"
"Neotrypaea californiensis","(Dana, 1854)","","bay ghost shrimp","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","","Callianassidae","","","Neotrypaea","californiensis",,"",,"native","unlisted",,"1995-02-23","Charlie Gibbs","PMLS","",,"2023-04-11","","iNaturalist","",,5,"confirmed","observed","",56659,"ART"
"Neoturris breviconis","(Murbach & Shearer, 1902)","","blob-top jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Pandeidae","","","Neoturris","breviconis",,"",,"native","unlisted",,"2007-09-29","Andy Lamb","PMLS","",,"2023-04-27","","iNaturalist","",,18,"confirmed","observed","",491131,"CNI"
"Nereis cf. zonata","","","ragworm","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Nereidiformia","","Nereididae","Nereidinae","","Nereis","zonata",,"",,"","",,"1986-09-30","","RBCM","986-00197-016",,"1986-09-30","","RBCM","986-00197-016",,1,"reported","unobserved","",347330,"WOR"
"Nereis sp.","","","sea-nymph worm","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Nereidiformia","","Nereididae","Nereidinae","","Nereis","",,"",,"","",,"1969-02-22","Andy Lamb","PMLS","",,"2021-11-06","","iNaturalist","",,7,"confirmed","observed","",81791,"WOR"
"Nereis vexillosa","Grube, 1851","","banner sea-nymph","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Nereidiformia","","Nereididae","Nereidinae","","Nereis","vexillosa",,"",,"native","unlisted",,"2019-05-04","","iNaturalist","",,"2023-06-07","","iNaturalist","",,4,"new 2019","observed","",81790,"WOR"
"Neverita lewisii","(Gould, 1847)","","Lewis' moon snail","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","Littorinimorpha","","Naticoidea","Naticidae","Polinicinae","","Neverita","lewisii",,"",,"native","unlisted",,"1961-06-23","","RBCM","976-01146-004",,"2023-07-22","","iNaturalist","",,48,"confirmed","observed","",447427,"MOL"
"Nitidella sp.","","","","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","Neogastropoda","","Buccinoidea","Columbellidae","","","Nitidella","",,"",,"native","unlisted",,"1959-12-11","Dan Quayle","RBCM","989-00278-023",,"1959-12-11","Dan Quayle","RBCM","989-00278-023",,1,"reported","unobserved","",246721,"MOL"
"Nucella canaliculata","(Duclos, 1832)","","channelled dogwinkle","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Nucella","canaliculata",,"",,"native","unlisted",,"1994-10-23","Andy Lamb","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,7,"confirmed","unobserved","",69998,"MOL"
"Nucella lamellosa","(Gmelin, 1791)","","wrinkled dogwinkle","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Nucella","lamellosa",,"",,"native","unlisted",,"1961-06-22","Ian McTaggart-Cowan","RBCM","979-03331",,"2023-06-24","","iNaturalist","",,216,"confirmed","observed","",117641,"MOL"
"Nucella ostrina","(Gould, 1852)","","northern striped dogwinkle","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","Neogastropoda","","Muricoidea","Muricidae","Ocenebrinae","","Nucella","ostrina",,"",,"native","unlisted",,"2008-02-17","Andy Lamb","PMLS","",,"2019-05-04","","iNaturalist","",,4,"confirmed","observed","",122704,"MOL"
"Nuculana leonina","(Dall, 1896)","","nuculanid clam","Animalia","Mollusca","","","Bivalvia","Protobranchia","","Nuculanida","","Nuculanoidea","Nuculanidae","Nuculaninae","","Nuculana","leonina",,"",,"native","unlisted",,"1961-06-22","Ian McTaggart-Cowan","RBCM","979-03316",,"1961-06-22","Ian McTaggart-Cowan","RBCM","979-03316",,1,"reported","unobserved","",957348,"MOL"
